Accession	accession	version	submissionId	isRevocation	submitter	groupName	groupId	submittedAtTimestamp	submittedDate	releasedAtTimestamp	releasedDate	dataUseTerms	dataUseTermsRestrictedUntil	dataUseTermsUrl	versionStatus	versionComment	ampliconPcrPrimerScheme	ampliconSize	anatomicalMaterial	anatomicalPart	authorAffiliations	authors	bioprojectAccession	biosampleAccession	bodyProduct	breadthOfCoverage	cellLine	collectionDevice	collectionMethod	completeness	consensusSequenceSoftwareName	consensusSequenceSoftwareVersion	cultureId	dehostingMethod	depthOfCoverage	diagnosticMeasurementMethod	diagnosticMeasurementUnit	diagnosticMeasurementValue	diagnosticTargetGeneName	diagnosticTargetPresence	displayName	environmentalMaterial	environmentalSite	experimentalSpecimenRoleType	exposureDetails	exposureEvent	exposureSetting	foodProduct	foodProductProperties	frameShifts	geoLocAdmin1	geoLocAdmin2	geoLocCity	Country	geoLocLatitude	geoLocLongitude	geoLocSite	hostAge	hostAgeBin	hostDisease	hostGender	hostHealthOutcome	hostHealthState	Host	hostNameScientific	hostOriginCountry	hostRole	hostTaxonId	hostVaccinationStatus	insdcAccessionBase	insdcAccessionFull	insdcVersion	isLabHost	length	lineage	ncbiReleaseDate	ncbiSourceDb	ncbiSubmitterCountry	date	ncbiVirusName	ncbiVirusTaxId	passageMethod	passageNumber	presamplingActivity	previousInfectionDisease	previousInfectionOrganism	purposeOfSampling	purposeOfSequencing	qualityControlDetails	qualityControlDetermination	qualityControlIssues	qualityControlMethodName	qualityControlMethodVersion	rawSequenceDataProcessingMethod	referenceGenomeAccession	sampleCollectionDate	sampleReceivedDate	sampleType	sequencedByContactEmail	sequencedByContactName	sequencedByOrganization	sequencingAssayType	sequencingDate	sequencingInstrument	sequencingProtocol	signsAndSymptoms	specimenCollectorSampleId	specimenProcessing	specimenProcessingDetails	sraRunAccession	stopCodons	totalAmbiguousNucs	totalDeletedNucs	totalFrameShifts	totalInsertedNucs	totalSnps	totalStopCodons	totalUnknownNucs	travelHistory
PP_0001JN3.3	PP_0001JN3	3	KX394409.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.97660714											Australia/PP_0001JN3.3/1963-01-01													Australia											Culex annulirostris			162997		KX394409	KX394409.1	1		10766	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1963-01-01											MRM938					1	7	0	1	1264	0	0	
PP_0001JP1.3	PP_0001JP1	3	KX394410.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.97624445											Australia/PP_0001JP1.3/1965-01-01													Australia											Oriolus flavocinctus			449354		KX394410	KX394410.1	1		10762	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1965-01-01											MRM5373					1	7	0	1	1264	0	0	
PP_000K976.3	PP_000K976	3	GQ851607.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222267	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						UTMB, Pathology	May, F. J.; Davis, C. T.; Tesh, R. B.; Barrett, A. D.; Barrett, A. D. T.								0.9939251											Nigeria/PP_000K976.3/1965-01-01													Nigeria																GQ851607	GQ851607.1	1		10962	1A	2010-09-13	GenBank		2011-03-01	West Nile virus	11082															1965-01-01																0	0	0	0	329	0	0	
PP_0000FMA.3	PP_0000FMA	3	JX041629.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The D.I. Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation, Molecular Genetics	Prilipov, A. G.; Kinney, R. M.; Sadykova, G. K.								0.9881222											Azerbaijan/PP_0000FMA.3/1967-01-01													Azerbaijan											Aves			8782		JX041629	JX041629.1	1		10898	1A	2012-07-31	GenBank		2012-07-31	West Nile virus	11082															1967-01-01																0	0	0	0	518	0	0	
PP_0000FP6.3	PP_0000FP6	3	JX041630.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The D.I. Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation, Molecular Genetics	Prilipov, A. G.; Kinney, R. M.; Sadykova, G. K.								0.9798713											Azerbaijan/PP_0000FP6.3/1967-01-01													Azerbaijan											Aves			8782		JX041630	JX041630.1	1		10810	1A	2012-07-31	GenBank		2012-07-31	West Nile virus	11082															1967-01-01																2	0	0	0	513	0	1	
PP_000K984.3	PP_000K984	3	GQ851608.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222267	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						UTMB, Pathology	May, F. J.; Davis, C. T.; Tesh, R. B.; Barrett, A. D.; Barrett, A. D. T.								0.9941065											Central_African_Republic/PP_000K984.3/1967-01-01													Central African Republic																GQ851608	GQ851608.1	1		10964	1A	2010-09-13	GenBank		2011-03-01	West Nile virus	11082															1967-01-01																0	0	0	0	257	0	0	
PP_000K9BY.3	PP_000K9BY	3	GQ903680.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222267	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						UTMB, Pathology	McMullen, A. R.; Albayrak, H.; May, F. J.; Davis, C. T.; Beasley, D. W.; Barrett, A. D.; Tesh, R. B.; Barrett, A. D. T.								1.0											Cyprus/PP_000K9BY.3/1968-01-01									env:200-201(nt:1564-1569),NS3:264(nt:5401-5403),NS4B:25-28(nt:6988-6999),NS4B:32-33(nt:7007-7014)				Cyprus																GQ903680	GQ903680.1	1		11062	2	2011-10-01	GenBank		2013-01-22	West Nile virus	11082															1968-01-01											Q3574-5					0	22	4	55	2253	0	0	
PP_0000FLC.3	PP_0000FLC	3	JX041628.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The D.I. Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation, Molecular Genetics	Prilipov, A. G.; Kinney, R. M.; Sadykova, G. K.								0.99165833											Azerbaijan/PP_0000FLC.3/1970-01-01													Azerbaijan											Alectorobius capensis			176285		JX041628	JX041628.1	1		10942	1A	2012-07-31	GenBank		2012-07-31	West Nile virus	11082															1970-01-01																7	2	0	0	521	0	0	
PP_0001HVQ.3	PP_0001HVQ	3	KX394383.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9875782											Australia/PP_0001HVQ.3/1972-01-01													Australia											Culex annulirostris			162997		KX394383	KX394383.1	1		10887	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1972-01-01											CH15139C					0	6	0	1	1290	0	0	
PP_0001HWN.3	PP_0001HWN	3	KX394384.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9804153											Australia/PP_0001HWN.3/1974-01-01													Australia											Culex annulirostris			162997		KX394384	KX394384.1	1		10768	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1974-01-01											CH16078					0	46	0	1	1298	0	0	
PP_0001HXL.3	PP_0001HXL	3	KX394385.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9827727											Australia/PP_0001HXL.3/1974-01-01													Australia											Culex annulirostris			162997		KX394385	KX394385.1	1		10835	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1974-01-01											CH16465R					1	6	0	1	1306	0	0	
PP_0001HYJ.3	PP_0001HYJ	3	KX394386.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9850394											Australia/PP_0001HYJ.3/1974-01-01													Australia											Culex annulirostris			162997		KX394386	KX394386.1	1		10859	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1974-01-01											CH16479D					0	6	0	1	1308	0	0	
PP_0001J0E.3	PP_0001J0E	3	KX394387.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9854021											Australia/PP_0001J0E.3/1974-01-01													Australia											Culex annulirostris			162997		KX394387	KX394387.1	1		10863	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1974-01-01											CH16483E					0	6	0	1	1306	0	0	
PP_0001J1C.3	PP_0001J1C	3	KX394388.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.98748755											Australia/PP_0001J1C.3/1974-01-01													Australia											Culex annulirostris			162997		KX394388	KX394388.1	1		10886	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1974-01-01											CH16483R					0	6	0	1	1305	0	0	
PP_0001J2A.3	PP_0001J2A	3	KX394389.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.97923654											Australia/PP_0001J2A.3/1974-01-01													Australia											Culex annulirostris			162997		KX394389	KX394389.1	1		10796	1B	2016-11-09	GenBank		2016-11-09	Kunjin virus	11077															1974-01-01											CH16514C					1	6	0	1	1301	0	0	
PP_0001J38.3	PP_0001J38	3	KX394390.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.97162026											Australia/PP_0001J38.3/1974-01-01													Australia											Culex annulirostris			162997		KX394390	KX394390.1	1		10711	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1974-01-01											CH16540B					0	6	0	1	1294	0	0	
PP_0001J46.3	PP_0001J46	3	KX394391.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9855835											Australia/PP_0001J46.3/1974-01-01													Australia											Culex annulirostris			162997		KX394391	KX394391.1	1		10865	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1974-01-01											CH16540C					0	6	0	1	1305	0	0	
PP_00020LP.3	PP_00020LP	3	LC802098.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Department of Virology I; 1-23-1, Shinjuku, Tokyo 162-8640	Tajima, S.; Lim, C. K.								0.9955572											Australia/PP_00020LP.3/1974-01-01													Australia											Culex annulirostris			162997		LC802098	LC802098.1	1		10975	1B	2024-03-09	GenBank		2024-03-09	West Nile virus	11082															1974-01-01											Kunjin virus/Mosquito/Australia/OR393/1974					0	6	0	1	1302	0	0	
PP_00020MM.3	PP_00020MM	3	LC802099.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221960	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Department of Virology I; 1-23-1, Shinjuku, Tokyo 162-8640	Tajima, S.; Lim, C. K.								0.9955572											Australia/PP_00020MM.3/1974-01-01													Australia											Culex annulirostris			162997		LC802099	LC802099.1	1		10975	1B	2024-03-09	GenBank		2024-03-09	West Nile virus	11082															1974-01-01											Kunjin virus/Mosquito/Australia/OR393/1974					0	6	0	1	1302	0	0	
PP_0001HTU.3	PP_0001HTU	3	KX394381.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9742497											Australia/PP_0001HTU.3/1975-01-01													Australia																KX394381	KX394381.1	1		10740	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1975-01-01											18658C					0	6	0	1	1294	0	0	
PP_00018FU.3	PP_00018FU	3	KM052152.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221898	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Pretoria, Department of Production Animal Studies	Kortenhoeven, C.; Joubert, F.; Bastos, A. D. S.; Abolnik, C.								0.9967359											South_Africa/PP_00018FU.3/1977-01-01									NS4B:20-22(nt:6973-6981),NS4B:31-33(nt:7006-7014)				South Africa											Equus caballus			9796		KM052152	KM052152.1	1		11014	2	2014-10-05	GenBank		2014-10-05	West Nile virus	11082															1977-01-01											349/77					0	25	2	46	2184	0	0	
PP_0001J70.3	PP_0001J70	3	KX394394.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9827727											Australia/PP_0001J70.3/1978-01-01													Australia											Culex annulirostris			162997		KX394394	KX394394.1	1		10833	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1978-01-01											KUN21210					0	8	0	2	1297	0	0	
PP_0001JQZ.3	PP_0001JQZ	3	KX394411.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Forensic and Scientific Services, Public and Environmental Health	Huang, B.; Prow, N. A.; van den Hurk, A. F.; Allcock, R. J. N.; Moore, P. R.; Doggett, S. L.; Warrilow, D.								0.9676308											Australia/PP_0001JQZ.3/1978-01-01													Australia																KX394411	KX394411.1	1		10667	1B	2016-11-09	GenBank		2020-07-07	Kunjin virus	11077															1978-01-01											YJ					0	6	0	1	1291	0	0	
PP_000JB76.3	PP_000JB76	3	DQ176636.2	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222236	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The University of Texas Southwestern Medical Center, Microbiology	Keller, B. C.; Fredericksen, B. L.; Samuel, M. A.; Mock, R. E.; Mason, P. W.; Diamond, M. S.; Gale, M. Jr.								0.99229306											Madagascar/PP_000JB76.3/1978-01-01									NS4B:28-33(nt:6996-7014)				Madagascar											Coracopsis vasa			176022		DQ176636	DQ176636.2	2		10866	2	2006-09-01	GenBank		2006-09-14	West Nile virus	11082															1978-01-01																0	89	1	11	2278	0	0	
PP_000K968.3	PP_000K968	3	GQ851606.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222267	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						UTMB, Pathology	May, F. J.; Davis, C. T.; Tesh, R. B.; Barrett, A. D.; Barrett, A. D. T.								0.9930184											Senegal/PP_000K968.3/1979-01-01													Senegal																GQ851606	GQ851606.1	1		10951	1A	2010-09-13	GenBank		2011-03-01	West Nile virus	11082															1979-01-01																0	1	0	0	385	0	0	
PP_0000FQ4.3	PP_0000FQ4	3	JX041631.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The D.I. Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation, Molecular Genetics	Prilipov, A. G.; Kinney, R. M.; Sadykova, G. K.								0.98268205											Ukraine/PP_0000FQ4.3/1980-01-01									NS4B:31-33(nt:7006-7014)	Lviv region			Ukraine											Aves			8782		JX041631	JX041631.1	1		10820	2	2012-07-31	GenBank		2012-07-31	West Nile virus	11082															1980-01-01																1	30	1	11	2195	0	0	
PP_000JBA0.3	PP_000JBA0	3	DQ256376.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222236	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						National Institute of Virology, Microbial Containment Complex	Bondre, V. P.; Jadi, R. S.; Arankalle, V. A.								1.0											India/PP_000JBA0.3/1980-01-01													India											Homo sapiens			9606		DQ256376	DQ256376.1	1		11014	5	2006-10-31	GenBank		2006-10-31	West Nile virus	11082															1980-01-01																0	41	0	26	2166	0	0	
PP_0001GEN.3	PP_0001GEN	3	KT934796.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221898	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						QIMR Berghofer Medical Research Institute, Inflammation Biology Group	Prow, N. A.; Edmonds, J. H.; Williams, D. T.; Setoh, Y. X.; Bielefeldt-Ohmann, H.; Suen, W. W.; Hobson-Peters, J.; van den Hurk, A. F.; Pyke, A. T.; Hall-Mendelin, S.; Northill, J. A.; Johansen, C. A.; Warrilow, D.; Wang, J.; Kirkland, P. D.; Russell, R. C.; Doggett, S.; Brault, A. C.; Andrade, C. C.; Khromykh, A. A.; Hall, R. A.								0.93408287											Australia/PP_0001GEN.3/1984-01-01										Victoria			Australia											Equus caballus			9796		KT934796	KT934796.1	1		10302	1B	2016-01-01	GenBank		2016-01-01	Kunjin virus	11077															1984-01-01											Boort					0	0	0	0	1265	0	0	
PP_0008CEC.3	PP_0008CEC	3	HM147823.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						UTMB, Pathology	McMullen, A. R.; Albayrak, H.; May, F. J.; Davis, C. T.; Beasley, D. W.; Barrett, A. D.; Barrett, A.								1.0											Madagascar/PP_0008CEC.3/1988-01-01									NS4B:27-33(nt:6992-7014)				Madagascar																HM147823	HM147823.1	1		11051	2	2011-04-21	GenBank		2013-01-22	West Nile virus	11082															1988-01-01																0	11	1	33	2228	0	0	
PP_0001H9X.3	PP_0001H9X	3	KU978767.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Texas Medical Branch, Microbiology and Immunology	Guerbois, M.; Forrester, N. L.; Rossi, S. L.; Hari, K.; Lin, D.; Weaver, S. C.	PRJNA257008	SAMN04328129						0.99900264											Madagascar/PP_0001H9X.3/1988-02-12									NS4B:27-33(nt:6992-7014)				Madagascar											Culex quinquefasciatus			7176		KU978767	KU978767.1	1		11040	2	2017-03-25	GenBank		2017-03-25	West Nile virus	11082															1988-02-12											DAK AR MG 979			SRR3218228		0	11	1	33	2227	0	0	
PP_0001HCR.3	PP_0001HCR	3	KU978770.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Texas Medical Branch, Microbiology and Immunology	Guerbois, M.; Forrester, N. L.; Rossi, S. L.; Hari, K.; Lin, D.; Weaver, S. C.	PRJNA257008	SAMN04328133						0.9987306											India/PP_0001HCR.3/1988-02-12													India											Homo sapiens			9606		KU978770	KU978770.1	1		11001	5	2017-03-25	GenBank		2017-03-25	West Nile virus	11082															1988-02-12											I 804994			SRR3218231		0	40	0	26	2188	0	0	
PP_0003L6W.3	PP_0003L6W	3	OP846971.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222143	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Institut Pasteur de Dakar, Virology	Ndione, M. H. D.; Ndiaye, E. H.; Faye, M.; Diagne, M. M.; Diallo, D.; Diallo, A.; Sall, A. A.; Loucoubar, C.; Faye, O.; Diallo, M.; Barry, M. A.; Fall, G.; Sall, A.								0.9161302											Senegal/PP_0003L6W.3/1989-01-01													Senegal											Culex poicilipes			450823		OP846971	OP846971.1	1		10104	1A	2023-01-01	GenBank		2023-01-01	West Nile virus	11082															1989-01-01											ArD52398/1989					0	0	0	0	290	0	0	
PP_0003LBL.3	PP_0003LBL	3	OP846976.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222143	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Institut Pasteur de Dakar, Virology	Ndione, M. H. D.; Ndiaye, E. H.; Faye, M.; Diagne, M. M.; Diallo, D.; Diallo, A.; Sall, A. A.; Loucoubar, C.; Faye, O.; Diallo, M.; Barry, M. A.; Fall, G.								0.9161302											Senegal/PP_0003LBL.3/1989-01-01									env:299-336(nt:1859-1974),NS4B:31-33(nt:7006-7014)				Senegal											Culex poicilipes			450823		OP846976	OP846976.1	1		10092	2	2023-01-01	GenBank		2023-01-01	West Nile virus	11082															1989-01-01											ArD54238/1989					0	18	2	6	2089	0	0	
PP_0003LWF.3	PP_0003LWF	3	OP870453.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222143	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Institut Pasteur de Dakar, Virology	Ndione, M. H. D.; Ndiaye, E. H.; Faye, M.; Diagne, M. M.; Diallo, D.; Diallo, A.; Sall, A. A.; Loucoubar, C.; Faye, O.; Diallo, M.; Barry, M. A.; Fall, G.								0.9161302											Senegal/PP_0003LWF.3/1989-01-01									NS4B:31-33(nt:7006-7014)				Senegal											Mansonia uniformis			308735		OP870453	OP870453.1	1		10095	2	2023-01-01	GenBank		2023-01-01	West Nile virus	11082															1989-01-01											ArD52432/1989					0	15	1	6	2097	0	0	
PP_0003LXD.3	PP_0003LXD	3	OP870454.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222143	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Institut Pasteur de Dakar, Virology	Ndione, M. H. D.; Ndiaye, E. H.; Faye, M.; Diagne, M. M.; Diallo, D.; Diallo, A.; Sall, A. A.; Loucoubar, C.; Faye, O.; Diallo, M.; Barry, M. A.; Fall, G.								0.9161302											Senegal/PP_0003LXD.3/1989-01-01									NS4B:31-33(nt:7006-7014)				Senegal											Culex antennatus			911293		OP870454	OP870454.1	1		10095	2	2023-01-01	GenBank		2023-01-01	West Nile virus	11082															1989-01-01											ArD54113/1989					0	15	1	6	2088	0	0	
PP_0003LZ9.3	PP_0003LZ9	3	OP870456.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222143	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Institut Pasteur de Dakar, Virology	Ndione, M. H. D.; Ndiaye, E. H.; Faye, M.; Diagne, M. M.; Diallo, D.; Diallo, A.; Sall, A. A.; Loucoubar, C.; Faye, O.; Diallo, M.; Barry, M. A.; Fall, G.								0.9161302											Senegal/PP_0003LZ9.3/1989-01-01									NS4B:31-33(nt:7006-7014)				Senegal											Culex neavei			864528		OP870456	OP870456.1	1		10095	2	2023-01-01	GenBank		2023-01-01	West Nile virus	11082															1989-01-01											ArD54222/1989					0	15	1	6	2090	0	0	
