Accession	accession	version	submissionId	isRevocation	submitter	groupName	groupId	submittedAtTimestamp	submittedDate	releasedAtTimestamp	releasedDate	dataUseTerms	dataUseTermsRestrictedUntil	dataUseTermsUrl	versionStatus	versionComment	ampliconPcrPrimerScheme	ampliconSize	anatomicalMaterial	anatomicalPart	authorAffiliations	authors	bioprojectAccession	biosampleAccession	bodyProduct	breadthOfCoverage	cellLine	collectionDevice	collectionMethod	completeness	consensusSequenceSoftwareName	consensusSequenceSoftwareVersion	cultureId	dehostingMethod	depthOfCoverage	diagnosticMeasurementMethod	diagnosticMeasurementUnit	diagnosticMeasurementValue	diagnosticTargetGeneName	diagnosticTargetPresence	displayName	environmentalMaterial	environmentalSite	experimentalSpecimenRoleType	exposureDetails	exposureEvent	exposureSetting	foodProduct	foodProductProperties	frameShifts	geoLocAdmin1	geoLocAdmin2	geoLocCity	Country	geoLocLatitude	geoLocLongitude	geoLocSite	hostAge	hostAgeBin	hostDisease	hostGender	hostHealthOutcome	hostHealthState	Host	hostNameScientific	hostOriginCountry	hostRole	hostTaxonId	hostVaccinationStatus	insdcAccessionBase	insdcAccessionFull	insdcVersion	isLabHost	length	lineage	ncbiReleaseDate	ncbiSourceDb	ncbiSubmitterCountry	date	ncbiVirusName	ncbiVirusTaxId	passageMethod	passageNumber	presamplingActivity	previousInfectionDisease	previousInfectionOrganism	purposeOfSampling	purposeOfSequencing	qualityControlDetails	qualityControlDetermination	qualityControlIssues	qualityControlMethodName	qualityControlMethodVersion	rawSequenceDataProcessingMethod	referenceGenomeAccession	sampleCollectionDate	sampleReceivedDate	sampleType	sequencedByContactEmail	sequencedByContactName	sequencedByOrganization	sequencingAssayType	sequencingDate	sequencingInstrument	sequencingProtocol	signsAndSymptoms	specimenCollectorSampleId	specimenProcessing	specimenProcessingDetails	sraRunAccession	stopCodons	totalAmbiguousNucs	totalDeletedNucs	totalFrameShifts	totalInsertedNucs	totalSnps	totalStopCodons	totalUnknownNucs	travelHistory
PP_00031GV.3	PP_00031GV	3	MN481592.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222051	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Aristotle University of Thessaloniki, Diagnostic Laboratory, School of Veterinary Medicine, Faculty of Health Sciences	Chaintoutis, S. C.; Papa, A.; Pervanidou, D.; Dovas, C. I.								0.9887569											Greece/PP_00031GV.3/2012-08-02									NS4B:31-33(nt:7006-7014)				Greece											Culicidae			7157		MN481592	MN481592.1	1		10926	2	2019-09-29	GenBank		2019-10-01	West Nile virus	11082															2012-08-02											S33_GrM_2012/Thessaloniki_1					0	18	1	39	2217	0	0	
PP_0000GUV.3	PP_0000GUV	3	JX556213.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Padua, Department of Molecular Medicine	Barzon, L.; Pacenti, M.; Franchin, E.; Martello, T.; Lavezzo, E.; Squarzon, L.; Toppo, S.; Fiorin, F.; Marchiori, G.; Scotton, G.; Russo, F.; Cattai, M.; Cusinato, R.; Palu, G.								0.9734337											Italy/PP_0000GUV.3/2012-08-03										Veneto region, Venice province			Italy											Homo sapiens			9606		JX556213	JX556213.1	1		10736	1A	2012-09-12	GenBank		2012-09-12	West Nile virus	11082															2012-08-03																0	0	0	0	418	0	0	
PP_0000HXN.3	PP_0000HXN	3	KC333375.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Texas Medical Branch, Pathology	Mann, B. R.; McMullen, A. R.; Swetnam, D. M.; Salvato, V.; Reyna, M.; Guzman, H.; Bueno, R. Jr.; Dennett, J. A.; Tesh, R. B.; Barrett, A. D.; Mcmullen, A. R.; Barrett, A. D. T.								0.991205											USA/PP_0000HXN.3/2012-08-04										Harris Co., Texas			USA											Passer domesticus			48849		KC333375	KC333375.1	1		10932	1A	2013-09-25	GenBank		2013-09-25	West Nile virus	11082															2012-08-04											TX8349					0	0	0	0	52	0	0	
PP_0001QDG.3	PP_0001QDG	3	KX547356.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001QDG.3/2012-08-07										Oswego Co., NY			USA											Culiseta			174825		KX547356	KX547356.1	1		10787	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-07																0	0	0	0	76	0	0	
PP_0001Z9F.3	PP_0001Z9F	3	KY229069.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Wadsworth Center, New York State Department of Health	Ehrbar, D. J.; Ngo, K. A.; Campbell, S. R.; Kramer, L. D.; Ciota, A. T.; Campbell, S.								0.9985493											USA/PP_0001Z9F.3/2012-08-07													USA											Culex pipiens			7175		KY229069	KY229069.1	1		11013	1A	2017-04-30	GenBank		2017-04-30	West Nile virus	11082															2012-08-07											722					0	0	0	0	74	0	0	
PP_0001ZBB.3	PP_0001ZBB	3	KY229071.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Wadsworth Center, New York State Department of Health	Ehrbar, D. J.; Ngo, K. A.; Campbell, S. R.; Kramer, L. D.; Ciota, A. T.; Campbell, S.								0.9987306											USA/PP_0001ZBB.3/2012-08-07													USA											Culex pipiens			7175		KY229071	KY229071.1	1		11015	1A	2017-04-30	GenBank		2017-04-30	West Nile virus	11082															2012-08-07											737					0	0	0	0	74	0	0	
PP_0002N40.3	PP_0002N40	3	MH507776.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.93408287											USA/PP_0002N40.3/2012-08-07										South_Whittier,California			USA											Culex quinquefasciatus			7176		MH507776	MH507776.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-07																0	0	0	0	82	0	0	
PP_0001Q08.3	PP_0001Q08	3	KX547343.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001Q08.3/2012-08-08										Erie Co., NY			USA											Aedes sp.			37951		KX547343	KX547343.1	1		10787	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-08																0	0	0	0	76	0	0	
PP_0002LUM.3	PP_0002LUM	3	MH507733.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.93408287											USA/PP_0002LUM.3/2012-08-08										Atwater,California			USA											Pica nuttalli			114087		MH507733	MH507733.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-08																0	0	0	0	89	0	0	
PP_0001ZAD.3	PP_0001ZAD	3	KY229070.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Wadsworth Center, New York State Department of Health	Ehrbar, D. J.; Ngo, K. A.; Campbell, S. R.; Kramer, L. D.; Ciota, A. T.; Campbell, S.								0.99863994											USA/PP_0001ZAD.3/2012-08-09													USA											Culex pipiens			7175		KY229070	KY229070.1	1		11014	1A	2017-04-30	GenBank		2017-04-30	West Nile virus	11082															2012-08-09											733					0	0	0	0	74	0	0	
PP_0002N6W.3	PP_0002N6W	3	MH507778.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.93408287											USA/PP_0002N6W.3/2012-08-10										Sanger,California			USA											Culex stigmatosoma			1481111		MH507778	MH507778.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-10																0	0	0	0	73	0	0	
PP_0001NGC.3	PP_0001NGC	3	KX547291.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221898	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001NGC.3/2012-08-14										Onondaga Co., NY			USA											Culiseta			174825		KX547291	KX547291.1	1		10787	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-14																0	0	0	0	70	0	0	
PP_0001ZC9.3	PP_0001ZC9	3	KY229072.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Wadsworth Center, New York State Department of Health	Ehrbar, D. J.; Ngo, K. A.; Campbell, S. R.; Kramer, L. D.; Ciota, A. T.; Campbell, S.								0.99863994											USA/PP_0001ZC9.3/2012-08-14													USA											Culex pipiens			7175		KY229072	KY229072.1	1		11012	1A	2017-04-30	GenBank		2017-04-30	West Nile virus	11082															2012-08-14											789					0	2	0	0	73	0	0	
PP_0002N7U.3	PP_0002N7U	3	MH507779.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.93408287											USA/PP_0002N7U.3/2012-08-14										Dos_Palos,California			USA											Culex tarsalis			7177		MH507779	MH507779.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-14																0	0	0	0	65	0	0	
PP_0002N8S.3	PP_0002N8S	3	MH507780.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.9336295											USA/PP_0002N8S.3/2012-08-14										Dos_Palos,California			USA											Culex tarsalis			7177		MH507780	MH507780.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-14																0	0	0	0	68	0	5	
PP_0001KTS.3	PP_0001KTS	3	KX547200.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001KTS.3/2012-08-16										Orange Co., NY			USA											Culex			7174		KX547200	KX547200.1	1		10787	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-16																0	0	0	0	75	0	0	
PP_0001PXE.3	PP_0001PXE	3	KX547340.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001PXE.3/2012-08-16										Orange Co., NY			USA											Culex			7174		KX547340	KX547340.1	1		10787	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-16																0	0	0	0	61	0	0	
PP_0001S7S.3	PP_0001S7S	3	KX547418.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001S7S.3/2012-08-16										St. Lawrence Co., NY			USA											Aedes sp.			37951		KX547418	KX547418.1	1		10786	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-16																0	1	0	0	76	0	0	
PP_00017DZ.3	PP_00017DZ	3	KJ786936.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221898	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Texas Medical Branch, Department of Pathology	Duggal, N. K.; Bosco-Lauth, A.; Bowen, R. A.; Wheeler, S. S.; Reisen, W. K.; Felix, T. A.; Mann, B. R.; Romo, H.; Swetnam, D. M.; Barrett, A. D.; Brault, A. C.; Barrett, A. D. T.								0.99564785											USA/PP_00017DZ.3/2012-08-17										Kathy, Harris Co., TX			USA											Cyanocitta cristata			28727		KJ786936	KJ786936.1	1		10981	1A	2014-11-24	GenBank		2014-11-24	West Nile virus	11082															2012-08-17											TX8759					0	0	0	0	81	0	0	
PP_0001SY9.3	PP_0001SY9	3	KX547443.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001SY9.3/2012-08-17										Nassau Co., NY			USA											Aedes sp.			37951		KX547443	KX547443.1	1		10786	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-17																0	1	0	0	73	0	0	
PP_0001XX6.3	PP_0001XX6	3	KX547612.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001XX6.3/2012-08-21										Suffolk Co., NY			USA											Culex			7174		KX547612	KX547612.1	1		10787	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-21																0	0	0	0	73	0	0	
PP_0001ZD7.3	PP_0001ZD7	3	KY229073.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Wadsworth Center, New York State Department of Health	Ehrbar, D. J.; Ngo, K. A.; Campbell, S. R.; Kramer, L. D.; Ciota, A. T.; Campbell, S.								0.99863994											USA/PP_0001ZD7.3/2012-08-21													USA											Culex pipiens			7175		KY229073	KY229073.1	1		11014	1A	2017-04-30	GenBank		2017-04-30	West Nile virus	11082															2012-08-21											875					0	0	0	0	73	0	0	
PP_0001ZE5.3	PP_0001ZE5	3	KY229074.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Wadsworth Center, New York State Department of Health	Ehrbar, D. J.; Ngo, K. A.; Campbell, S. R.; Kramer, L. D.; Ciota, A. T.; Campbell, S.								0.9985493											USA/PP_0001ZE5.3/2012-08-21													USA											Culex pipiens			7175		KY229074	KY229074.1	1		11013	1A	2017-04-30	GenBank		2017-04-30	West Nile virus	11082															2012-08-21											876					0	0	0	0	64	0	0	
PP_00017C1.3	PP_00017C1	3	KJ786935.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221898	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Texas Medical Branch, Department of Pathology	Duggal, N. K.; Bosco-Lauth, A.; Bowen, R. A.; Wheeler, S. S.; Reisen, W. K.; Felix, T. A.; Mann, B. R.; Romo, H.; Swetnam, D. M.; Barrett, A. D.; Brault, A. C.; Barrett, A. D. T.								0.99990934											USA/PP_00017C1.3/2012-08-22										Houston, Harris Co., TX			USA											Mimus polyglottos			60713		KJ786935	KJ786935.1	1		11028	1A	2014-11-24	GenBank		2014-11-24	West Nile virus	11082															2012-08-22											TX8779					0	0	0	0	67	0	0	
PP_0001F0H.3	PP_0001F0H	3	KR868734.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221898	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Colorado State University, Microbiology, Immunology and Pathology	Grubaugh, N. D.; Ebel, G. D.								1.0											USA/PP_0001F0H.3/2012-08-22										Fort Collins, CO			USA											Culex tarsalis			7177		KR868734	KR868734.1	1		11029	1A	2015-10-31	GenBank		2015-10-31	West Nile virus	11082															2012-08-22											FtC-3699					0	0	0	0	75	0	0	
PP_00031HS.3	PP_00031HS	3	MN481593.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222051	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Aristotle University of Thessaloniki, Diagnostic Laboratory, School of Veterinary Medicine, Faculty of Health Sciences	Chaintoutis, S. C.; Papa, A.; Pervanidou, D.; Dovas, C. I.								0.9887569											Greece/PP_00031HS.3/2012-08-22									NS4B:31-33(nt:7006-7014)				Greece											Culicidae			7157		MN481593	MN481593.1	1		10926	2	2019-09-29	GenBank		2019-10-01	West Nile virus	11082															2012-08-22											S34_GrM_2012/Thessaloniki_2					0	18	1	39	2213	0	0	
PP_0001W02.3	PP_0001W02	3	KX547547.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001W02.3/2012-08-23										Oswego Co., NY			USA											Culiseta			174825		KX547547	KX547547.1	1		10787	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-23																0	0	0	0	66	0	0	
PP_0002N32.3	PP_0002N32	3	MH507775.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.92964005											USA/PP_0002N32.3/2012-08-23										Oasis,California			USA											Culex tarsalis			7177		MH507775	MH507775.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-23																0	0	0	0	85	0	49	
PP_0001P6X.3	PP_0001P6X	3	KX547315.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001P6X.3/2012-08-24										Nassau Co., NY			USA											Culex			7174		KX547315	KX547315.1	1		10787	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-24																0	0	0	0	70	0	0	
PP_0003P6T.3	PP_0003P6T	3	OQ721130.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222112	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Matteson, N.; Gangavarupa, K.; Barker, C.; Wheeler, S.; Fang, Y.; Coffey, L.; Reisen, W.; Andersen, K.	PRJNA472981							0.91504216											USA/PP_0003P6T.3/2012-08-24										Sacramento, California			USA											Culex pipiens			7175		OQ721130	OQ721130.1	1		10302	1A	2023-08-02	GenBank		2023-08-02	West Nile virus	11082															2012-08-24																0	0	0	0	74	0	210	
PP_0002N08.3	PP_0002N08	3	MH507773.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.93408287											USA/PP_0002N08.3/2012-08-27										Mello,California			USA											Culex tarsalis			7177		MH507773	MH507773.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-27																0	0	0	0	80	0	0	
PP_00031NG.3	PP_00031NG	3	MN481597.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222051	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Aristotle University of Thessaloniki, Diagnostic Laboratory, School of Veterinary Medicine, Faculty of Health Sciences	Chaintoutis, S. C.; Papa, A.; Pervanidou, D.; Dovas, C. I.								0.9887569											Greece/PP_00031NG.3/2012-08-27									NS4B:31-33(nt:7006-7014)				Greece											Gallus gallus			9031		MN481597	MN481597.1	1		10926	2	2019-09-29	GenBank		2019-10-01	West Nile virus	11082															2012-08-27											S38_GrM_2012/Imathia					0	18	1	39	2216	0	0	
PP_0001KRW.3	PP_0001KRW	3	KX547198.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221929	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						J. Craig Venter Institute	Shabman, R.; Das, S. R.; Halpin, R. A.; Shilts, M.; Fedorova, N.; Puri, V.; Amedeo, P.; Shrivastava, S.; Maffei, J.; Dupuis, A.; Jones, S.; Backenson, B.; Zink, S.; Ciota, A.; Kramer, L.	PRJNA262930							0.97805786											USA/PP_0001KRW.3/2012-08-28										Onondaga Co., NY			USA											Culiseta			174825		KX547198	KX547198.1	1		10786	1A	2016-08-02	GenBank		2016-08-02	West Nile virus	11082															2012-08-28																0	1	0	0	76	0	0	
PP_0002N24.3	PP_0002N24	3	MH507774.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.93408287											USA/PP_0002N24.3/2012-08-28										Harmony,California			USA											Culex tarsalis			7177		MH507774	MH507774.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-28																0	0	0	0	70	0	0	
PP_0002N5Y.3	PP_0002N5Y	3	MH507777.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The Scripps Research Institute, Department of Immunology and Microbiology	Grubaugh, N.; Fang, Y.; Matteson, N. L.; Gangavarapu, K.; Coffey, L.; Barker, C.; Andersen, K.	PRJNA472981							0.9339922											USA/PP_0002N5Y.3/2012-08-29										Van_Nuys,California			USA											Culex quinquefasciatus			7176		MH507777	MH507777.1	1		10302	1A	2019-01-20	GenBank		2019-01-20	West Nile virus	11082															2012-08-29																0	0	0	0	67	0	1	
